date,store,category,product,sales_amount,sales_qty,cogs_amount
2023-03-02,唐津店,弁当,牛めし弁当,214623.6,390.22,124481.69
2023-03-02,唐津店,弁当,プレミアム牛めし,191435.61,348.06,111032.65
2023-03-02,唐津店,惣菜,サラダセット,119971.55,374.91,65984.35
2023-03-02,唐津店,惣菜,豚汁セット,103402.29,323.13,56871.26
2023-03-02,唐津店,ドリンク,緑茶,71839.6,399.11,28735.84
2023-03-02,唐津店,ドリンク,ほうじ茶,65176.13,362.09,26070.45
2023-03-03,本店,弁当,牛めし弁当,170369.54,309.76,98814.33
2023-03-03,本店,弁当,プレミアム牛めし,181212.7,329.48,105103.36
2023-03-03,本店,惣菜,サラダセット,88212.86,275.67,48517.07
2023-03-03,本店,惣菜,豚汁セット,87618.3,273.81,48190.07
2023-03-03,本店,ドリンク,緑茶,55816.74,310.09,22326.7
2023-03-03,本店,ドリンク,ほうじ茶,44537.94,247.43,17815.18
2023-03-03,福岡西店,弁当,牛めし弁当,208339.37,378.8,120836.83
2023-03-03,福岡西店,弁当,プレミアム牛めし,175059.76,318.29,101534.66
2023-03-03,福岡西店,惣菜,サラダセット,101433.72,316.98,55788.54
2023-03-03,福岡西店,惣菜,豚汁セット,102662.65,320.82,56464.46
2023-03-03,福岡西店,ドリンク,緑茶,45008.28,250.05,18003.31
2023-03-03,福岡西店,ドリンク,ほうじ茶,55959.86,310.89,22383.95
2023-03-03,唐津店,弁当,牛めし弁当,247041.05,449.17,143283.81
2023-03-03,唐津店,弁当,プレミアム牛めし,235094.47,427.44,136354.79
2023-03-03,唐津店,惣菜,サラダセット,121782.26,380.57,66980.24
2023-03-03,唐津店,惣菜,豚汁セット,104992.0,328.1,57745.6
2023-03-03,唐津店,ドリンク,緑茶,57759.27,320.88,23103.71
2023-03-03,唐津店,ドリンク,ほうじ茶,63228.14,351.27,25291.26
2023-03-04,本店,弁当,牛めし弁当,201588.29,366.52,116921.21
2023-03-04,本店,弁当,プレミアム牛めし,189388.93,344.34,109845.58
2023-03-04,本店,惣菜,サラダセット,103438.01,323.24,56890.91
2023-03-04,本店,惣菜,豚汁セット,100646.65,314.52,55355.66
2023-03-04,本店,ドリンク,緑茶,49474.53,274.86,19789.81
2023-03-04,本店,ドリンク,ほうじ茶,60691.1,337.17,24276.44
2023-03-04,福岡西店,弁当,牛めし弁当,227682.23,413.97,132055.69
2023-03-04,福岡西店,弁当,プレミアム牛めし,230491.68,419.08,133685.18
2023-03-04,福岡西店,惣菜,サラダセット,113213.84,353.79,62267.61
2023-03-04,福岡西店,惣菜,豚汁セット,112852.27,352.66,62068.75
2023-03-04,福岡西店,ドリンク,緑茶,63775.25,354.31,25510.1
2023-03-04,福岡西店,ドリンク,ほうじ茶,67997.12,377.76,27198.85
2023-03-04,唐津店,弁当,牛めし弁当,248149.1,451.18,143926.48
2023-03-04,唐津店,弁当,プレミアム牛めし,237691.12,432.17,137860.85
2023-03-04,唐津店,惣菜,サラダセット,129137.33,403.55,71025.53
2023-03-04,唐津店,惣菜,豚汁セット,138362.42,432.38,76099.33
2023-03-04,唐津店,ドリンク,緑茶,65215.21,362.31,26086.09
2023-03-04,唐津店,ドリンク,ほうじ茶,80794.17,448.86,32317.67
2023-03-05,本店,弁当,牛めし弁当,192908.22,350.74,111886.77
2023-03-05,本店,弁当,プレミアム牛めし,182152.2,331.19,105648.28
2023-03-05,本店,惣菜,サラダセット,101780.24,318.06,55979.13
2023-03-05,本店,惣菜,豚汁セット,91339.95,285.44,50236.97
2023-03-05,本店,ドリンク,緑茶,60441.69,335.79,24176.67
2023-03-05,本店,ドリンク,ほうじ茶,58150.24,323.06,23260.1
2023-03-05,福岡西店,弁当,牛めし弁当,198230.39,360.42,114973.63
2023-03-05,福岡西店,弁当,プレミアム牛めし,190220.54,345.86,110327.91
2023-03-05,福岡西店,惣菜,サラダセット,114925.49,359.14,63209.02
2023-03-05,福岡西店,惣菜,豚汁セット,109815.97,343.17,60398.78
2023-03-05,福岡西店,ドリンク,緑茶,69074.79,383.75,27629.92
2023-03-05,福岡西店,ドリンク,ほうじ茶,64061.79,355.9,25624.72
2023-03-05,唐津店,弁当,牛めし弁当,188040.67,341.89,109063.59
2023-03-05,唐津店,弁当,プレミアム牛めし,240835.84,437.88,139684.79
2023-03-05,唐津店,惣菜,サラダセット,106592.49,333.1,58625.87
2023-03-05,唐津店,惣菜,豚汁セット,114903.61,359.07,63196.99
2023-03-05,唐津店,ドリンク,緑茶,75595.98,419.98,30238.39
2023-03-05,唐津店,ドリンク,ほうじ茶,67162.89,373.13,26865.15
2023-03-06,本店,弁当,牛めし弁当,171770.73,312.31,99627.02
2023-03-06,本店,弁当,プレミアム牛めし,174971.28,318.13,101483.34
2023-03-06,本店,惣菜,サラダセット,97664.59,305.2,53715.53
2023-03-06,本店,惣菜,豚汁セット,90684.61,283.39,49876.54
2023-03-06,本店,ドリンク,緑茶,50356.7,279.76,20142.68
2023-03-06,本店,ドリンク,ほうじ茶,48259.82,268.11,19303.93
2023-03-06,福岡西店,弁当,牛めし弁当,196879.88,357.96,114190.33
2023-03-06,福岡西店,弁当,プレミアム牛めし,207885.99,377.97,120573.87
2023-03-06,福岡西店,惣菜,サラダセット,106902.22,334.07,58796.22
2023-03-06,福岡西店,惣菜,豚汁セット,114818.01,358.81,63149.91
2023-03-06,福岡西店,ドリンク,緑茶,55770.26,309.83,22308.1
2023-03-06,福岡西店,ドリンク,ほうじ茶,54815.2,304.53,21926.08
2023-03-06,唐津店,弁当,牛めし弁当,230537.87,419.16,133711.97
2023-03-06,唐津店,弁当,プレミアム牛めし,206232.15,374.97,119614.65
2023-03-06,唐津店,惣菜,サラダセット,109858.14,343.31,60421.98
2023-03-06,唐津店,惣菜,豚汁セット,101807.23,318.15,55993.98
2023-03-06,唐津店,ドリンク,緑茶,55714.57,309.53,22285.83
2023-03-06,唐津店,ドリンク,ほうじ茶,65783.84,365.47,26313.54
2023-03-07,本店,弁当,牛めし弁当,176016.44,320.03,102089.53
2023-03-07,本店,弁当,プレミアム牛めし,173861.47,316.11,100839.65
2023-03-07,本店,惣菜,サラダセット,100691.62,314.66,55380.39
2023-03-07,本店,惣菜,豚汁セット,86597.99,270.62,47628.9
2023-03-07,本店,ドリンク,緑茶,46314.0,257.3,18525.6
2023-03-07,本店,ドリンク,ほうじ茶,49255.71,273.64,19702.28
2023-03-07,福岡西店,弁当,牛めし弁当,216527.24,393.69,125585.8
2023-03-07,福岡西店,弁当,プレミアム牛めし,202765.23,368.66,117603.83
2023-03-07,福岡西店,惣菜,サラダセット,99597.64,311.24,54778.7
2023-03-07,福岡西店,惣菜,豚汁セット,109207.56,341.27,60064.16
2023-03-07,福岡西店,ドリンク,緑茶,57432.49,319.07,22973.0
2023-03-07,福岡西店,ドリンク,ほうじ茶,58979.43,327.66,23591.77
2023-03-07,唐津店,弁当,牛めし弁当,227004.52,412.74,131662.62
2023-03-07,唐津店,弁当,プレミアム牛めし,222084.07,403.79,128808.76
2023-03-07,唐津店,惣菜,サラダセット,117594.17,367.48,64676.79
2023-03-07,唐津店,惣菜,豚汁セット,118306.43,369.71,65068.54
2023-03-07,唐津店,ドリンク,緑茶,54141.0,300.78,21656.4
2023-03-07,唐津店,ドリンク,ほうじ茶,51388.4,285.49,20555.36
2023-03-08,本店,弁当,牛めし弁当,161597.08,293.81,93726.31
2023-03-08,本店,弁当,プレミアム牛めし,174306.93,316.92,101098.02
2023-03-08,本店,惣菜,サラダセット,104222.55,325.7,57322.4
2023-03-08,本店,惣菜,豚汁セット,97512.06,304.73,53631.63
2023-03-08,本店,ドリンク,緑茶,46461.37,258.12,18584.55
2023-03-08,本店,ドリンク,ほうじ茶,42101.82,233.9,16840.73
2023-03-08,福岡西店,弁当,牛めし弁当,171805.67,312.37,99647.29
2023-03-08,福岡西店,弁当,プレミアム牛めし,211165.82,383.94,122476.18
2023-03-08,福岡西店,惣菜,サラダセット,102742.35,321.07,56508.29
2023-03-08,福岡西店,惣菜,豚汁セット,100145.72,312.96,55080.14
2023-03-08,福岡西店,ドリンク,緑茶,53349.02,296.38,21339.61
2023-03-08,福岡西店,ドリンク,ほうじ茶,53871.96,299.29,21548.78
2023-03-08,唐津店,弁当,牛めし弁当,195669.0,355.76,113488.02
2023-03-08,唐津店,弁当,プレミアム牛めし,231634.7,421.15,134348.13
2023-03-08,唐津店,惣菜,サラダセット,124035.49,387.61,68219.52
2023-03-08,唐津店,惣菜,豚汁セット,100304.89,313.45,55167.69
2023-03-08,唐津店,ドリンク,緑茶,61654.55,342.53,24661.82
2023-03-08,唐津店,ドリンク,ほうじ茶,58211.17,323.4,23284.47
2023-03-09,本店,弁当,牛めし弁当,159051.58,289.18,92249.92
2023-03-09,本店,弁当,プレミアム牛めし,170157.88,309.38,98691.57
2023-03-09,本店,惣菜,サラダセット,89771.16,280.53,49374.14
2023-03-09,本店,惣菜,豚汁セット,84021.31,262.57,46211.72
2023-03-09,本店,ドリンク,緑茶,45234.73,251.3,18093.89
2023-03-09,本店,ドリンク,ほうじ茶,45583.89,253.24,18233.56
2023-03-09,福岡西店,弁当,牛めし弁当,216342.18,393.35,125478.46
2023-03-09,福岡西店,弁当,プレミアム牛めし,202009.74,367.29,117165.65
2023-03-09,福岡西店,惣菜,サラダセット,119923.1,374.76,65957.71
2023-03-09,福岡西店,惣菜,豚汁セット,113342.22,354.19,62338.22
2023-03-09,福岡西店,ドリンク,緑茶,51861.5,288.12,20744.6
2023-03-09,福岡西店,ドリンク,ほうじ茶,55298.78,307.22,22119.51
2023-03-09,唐津店,弁当,牛めし弁当,221490.45,402.71,128464.46
2023-03-09,唐津店,弁当,プレミアム牛めし,210564.07,382.84,122127.16
2023-03-09,唐津店,惣菜,サラダセット,127956.65,399.86,70376.16
2023-03-09,唐津店,惣菜,豚汁セット,117278.53,366.5,64503.19
2023-03-09,唐津店,ドリンク,緑茶,63807.23,354.48,25522.89
2023-03-09,唐津店,ドリンク,ほうじ茶,60144.47,334.14,24057.79
2023-03-10,本店,弁当,牛めし弁当,162379.61,295.24,94180.17
2023-03-10,本店,弁当,プレミアム牛めし,180676.48,328.5,104792.36
2023-03-10,本店,惣菜,サラダセット,81219.21,253.81,44670.56
2023-03-10,本店,惣菜,豚汁セット,82931.54,259.16,45612.35
2023-03-10,本店,ドリンク,緑茶,41322.96,229.57,16529.19
2023-03-10,本店,ドリンク,ほうじ茶,55506.26,308.37,22202.51
2023-03-10,福岡西店,弁当,牛めし弁当,171311.68,311.48,99360.77
2023-03-10,福岡西店,弁当,プレミアム牛めし,199224.16,362.23,115550.01
2023-03-10,福岡西店,惣菜,サラダセット,102636.52,320.74,56450.09
2023-03-10,福岡西店,惣菜,豚汁セット,108389.47,338.72,59614.21
2023-03-10,福岡西店,ドリンク,緑茶,51036.7,283.54,20414.68
2023-03-10,福岡西店,ドリンク,ほうじ茶,52875.02,293.75,21150.01
2023-03-10,唐津店,弁当,牛めし弁当,199706.07,363.1,115829.52
2023-03-10,唐津店,弁当,プレミアム牛めし,191555.03,348.28,111101.92
2023-03-10,唐津店,惣菜,サラダセット,91189.77,284.97,50154.37
2023-03-10,唐津店,惣菜,豚汁セット,111218.55,347.56,61170.2
2023-03-10,唐津店,ドリンク,緑茶,47307.27,262.82,18922.91
2023-03-10,唐津店,ドリンク,ほうじ茶,64202.72,356.68,25681.09
2023-03-11,本店,弁当,牛めし弁当,182461.19,331.75,105827.49
2023-03-11,本店,弁当,プレミアム牛めし,173576.79,315.59,100674.54
2023-03-11,本店,惣菜,サラダセット,104103.42,325.32,57256.88
2023-03-11,本店,惣菜,豚汁セット,100948.83,315.47,55521.86
2023-03-11,本店,ドリンク,緑茶,50095.14,278.31,20038.05
2023-03-11,本店,ドリンク,ほうじ茶,47972.24,266.51,19188.89
2023-03-11,福岡西店,弁当,牛めし弁当,217696.82,395.81,126264.16
2023-03-11,福岡西店,弁当,プレミアム牛めし,220471.33,400.86,127873.37
2023-03-11,福岡西店,惣菜,サラダセット,111078.85,347.12,61093.37
2023-03-11,福岡西店,惣菜,豚汁セット,127659.54,398.94,70212.75
2023-03-11,福岡西店,ドリンク,緑茶,61921.67,344.01,24768.67
2023-03-11,福岡西店,ドリンク,ほうじ茶,59974.65,333.19,23989.86
2023-03-11,唐津店,弁当,牛めし弁当,236392.55,429.8,137107.68
2023-03-11,唐津店,弁当,プレミアム牛めし,223907.45,407.1,129866.32
2023-03-11,唐津店,惣菜,サラダセット,144284.26,450.89,79356.34
2023-03-11,唐津店,惣菜,豚汁セット,134244.44,419.51,73834.44
2023-03-11,唐津店,ドリンク,緑茶,65090.53,361.61,26036.21
2023-03-11,唐津店,ドリンク,ほうじ茶,74536.99,414.09,29814.79
2023-03-12,本店,弁当,牛めし弁当,183734.92,334.06,106566.26
2023-03-12,本店,弁当,プレミアム牛めし,225846.23,410.63,130990.81
2023-03-12,本店,惣菜,サラダセット,95425.19,298.2,52483.86
2023-03-12,本店,惣菜,豚汁セット,110102.4,344.07,60556.32
2023-03-12,本店,ドリンク,緑茶,58136.38,322.98,23254.55
2023-03-12,本店,ドリンク,ほうじ茶,55946.27,310.81,22378.51
2023-03-12,福岡西店,弁当,牛めし弁当,217550.54,395.55,126179.32
2023-03-12,福岡西店,弁当,プレミアム牛めし,210091.45,381.98,121853.04
2023-03-12,福岡西店,惣菜,サラダセット,113638.83,355.12,62501.36
2023-03-12,福岡西店,惣菜,豚汁セット,112711.81,352.22,61991.5
2023-03-12,福岡西店,ドリンク,緑茶,64004.77,355.58,25601.91
2023-03-12,福岡西店,ドリンク,ほうじ茶,56687.29,314.93,22674.92
2023-03-12,唐津店,弁当,牛めし弁当,226513.27,411.84,131377.7
2023-03-12,唐津店,弁当,プレミアム牛めし,247793.26,450.53,143720.09
2023-03-12,唐津店,惣菜,サラダセット,124851.03,390.16,68668.07
2023-03-12,唐津店,惣菜,豚汁セット,110607.68,345.65,60834.23
2023-03-12,唐津店,ドリンク,緑茶,67511.47,375.06,27004.59
2023-03-12,唐津店,ドリンク,ほうじ茶,66738.4,370.77,26695.36
2023-03-13,本店,弁当,牛めし弁当,186274.85,338.68,108039.41
2023-03-13,本店,弁当,プレミアム牛めし,183278.99,333.23,106301.82
2023-03-13,本店,惣菜,サラダセット,101227.82,316.34,55675.3
2023-03-13,本店,惣菜,豚汁セット,107628.69,336.34,59195.78
2023-03-13,本店,ドリンク,緑茶,46925.58,260.7,18770.23
2023-03-13,本店,ドリンク,ほうじ茶,48597.9,269.99,19439.16
2023-03-13,福岡西店,弁当,牛めし弁当,182291.81,331.44,105729.25
2023-03-13,福岡西店,弁当,プレミアム牛めし,212611.32,386.57,123314.57
2023-03-13,福岡西店,惣菜,サラダセット,87962.62,274.88,48379.44
2023-03-13,福岡西店,惣菜,豚汁セット,109286.15,341.52,60107.38
2023-03-13,福岡西店,ドリンク,緑茶,53886.09,299.37,21554.43
2023-03-13,福岡西店,ドリンク,ほうじ茶,57359.36,318.66,22943.74
2023-03-13,唐津店,弁当,牛めし弁当,206661.98,375.75,119863.95
2023-03-13,唐津店,弁当,プレミアム牛めし,229406.48,417.1,133055.76
2023-03-13,唐津店,惣菜,サラダセット,121823.31,380.7,67002.82
2023-03-13,唐津店,惣菜,豚汁セット,124643.53,389.51,68553.94
2023-03-13,唐津店,ドリンク,緑茶,60026.69,333.48,24010.68
2023-03-13,唐津店,ドリンク,ほうじ茶,64924.41,360.69,25969.76
2023-03-14,本店,弁当,牛めし弁当,178456.09,324.47,103504.53
2023-03-14,本店,弁当,プレミアム牛めし,191192.15,347.62,110891.44
2023-03-14,本店,惣菜,サラダセット,92682.12,289.63,50975.17
2023-03-14,本店,惣菜,豚汁セット,103811.62,324.41,57096.39
2023-03-14,本店,ドリンク,緑茶,43596.91,242.21,17438.76
2023-03-14,本店,ドリンク,ほうじ茶,44618.3,247.88,17847.32
2023-03-14,福岡西店,弁当,牛めし弁当,219959.11,399.93,127576.28
2023-03-14,福岡西店,弁当,プレミアム牛めし,173106.44,314.74,100401.74
2023-03-14,福岡西店,惣菜,サラダセット,108513.11,339.1,59682.21
2023-03-14,福岡西店,惣菜,豚汁セット,110272.76,344.6,60650.02
2023-03-14,福岡西店,ドリンク,緑茶,56202.7,312.24,22481.08
2023-03-14,福岡西店,ドリンク,ほうじ茶,53504.0,297.24,21401.6
2023-03-14,唐津店,弁当,牛めし弁当,228238.03,414.98,132378.06
2023-03-14,唐津店,弁当,プレミアム牛めし,237006.45,430.92,137463.74
2023-03-14,唐津店,惣菜,サラダセット,112794.66,352.48,62037.06
2023-03-14,唐津店,惣菜,豚汁セット,122192.9,381.85,67206.09
2023-03-14,唐津店,ドリンク,緑茶,60902.15,338.35,24360.86
2023-03-14,唐津店,ドリンク,ほうじ茶,61073.46,339.3,24429.38
2023-03-15,本店,弁当,牛めし弁当,174378.26,317.05,101139.39
2023-03-15,本店,弁当,プレミアム牛めし,185839.44,337.89,107786.88
2023-03-15,本店,惣菜,サラダセット,94810.6,296.28,52145.83
2023-03-15,本店,惣菜,豚汁セット,99622.6,311.32,54792.43
2023-03-15,本店,ドリンク,緑茶,40457.27,224.76,16182.91
2023-03-15,本店,ドリンク,ほうじ茶,51297.84,284.99,20519.14
2023-03-15,福岡西店,弁当,牛めし弁当,183519.0,333.67,106441.02
2023-03-15,福岡西店,弁当,プレミアム牛めし,198729.33,361.33,115263.01
2023-03-15,福岡西店,惣菜,サラダセット,112649.5,352.03,61957.23
2023-03-15,福岡西店,惣菜,豚汁セット,101688.77,317.78,55928.82
2023-03-15,福岡西店,ドリンク,緑茶,58430.46,324.61,23372.18
2023-03-15,福岡西店,ドリンク,ほうじ茶,54696.93,303.87,21878.77
2023-03-15,唐津店,弁当,牛めし弁当,241067.07,438.3,139818.9
2023-03-15,唐津店,弁当,プレミアム牛めし,200790.96,365.07,116458.76
2023-03-15,唐津店,惣菜,サラダセット,118185.29,369.33,65001.91
2023-03-15,唐津店,惣菜,豚汁セット,111688.22,349.03,61428.52
2023-03-15,唐津店,ドリンク,緑茶,59590.71,331.06,23836.28
2023-03-15,唐津店,ドリンク,ほうじ茶,65758.03,365.32,26303.21
2023-03-16,本店,弁当,牛めし弁当,187509.7,340.93,108755.62
2023-03-16,本店,弁当,プレミアム牛めし,188235.54,342.25,109176.61
2023-03-16,本店,惣菜,サラダセット,98458.05,307.68,54151.93
2023-03-16,本店,惣菜,豚汁セット,94929.74,296.66,52211.36
2023-03-16,本店,ドリンク,緑茶,52075.35,289.31,20830.14
2023-03-16,本店,ドリンク,ほうじ茶,53240.75,295.78,21296.3
2023-03-16,福岡西店,弁当,牛めし弁当,185358.33,337.02,107507.83
2023-03-16,福岡西店,弁当,プレミアム牛めし,215829.59,392.42,125181.16
2023-03-16,福岡西店,惣菜,サラダセット,113315.15,354.11,62323.33
2023-03-16,福岡西店,惣菜,豚汁セット,102149.48,319.22,56182.21
2023-03-16,福岡西店,ドリンク,緑茶,59252.22,329.18,23700.89
2023-03-16,福岡西店,ドリンク,ほうじ茶,51765.19,287.58,20706.08
2023-03-16,唐津店,弁当,牛めし弁当,229280.37,416.87,132982.61
2023-03-16,唐津店,弁当,プレミアム牛めし,241997.98,440.0,140358.83
2023-03-16,唐津店,惣菜,サラダセット,99497.94,310.93,54723.87
2023-03-16,唐津店,惣菜,豚汁セット,92550.47,289.22,50902.76
2023-03-16,唐津店,ドリンク,緑茶,60230.33,334.61,24092.13
2023-03-16,唐津店,ドリンク,ほうじ茶,69729.68,387.39,27891.87
2023-03-17,本店,弁当,牛めし弁当,189204.42,344.01,109738.56
2023-03-17,本店,弁当,プレミアム牛めし,183560.56,333.75,106465.12
2023-03-17,本店,惣菜,サラダセット,95872.5,299.6,52729.87
2023-03-17,本店,惣菜,豚汁セット,91283.49,285.26,50205.92
2023-03-17,本店,ドリンク,緑茶,46788.97,259.94,18715.59
2023-03-17,本店,ドリンク,ほうじ茶,47671.33,264.84,19068.53
2023-03-17,福岡西店,弁当,牛めし弁当,191391.77,347.99,111007.22
2023-03-17,福岡西店,弁当,プレミアム牛めし,193198.72,351.27,112055.26
2023-03-17,福岡西店,惣菜,サラダセット,116303.23,363.45,63966.78
2023-03-17,福岡西店,惣菜,豚汁セット,97813.2,305.67,53797.26
2023-03-17,福岡西店,ドリンク,緑茶,53068.79,294.83,21227.51
2023-03-17,福岡西店,ドリンク,ほうじ茶,47344.99,263.03,18938.0
2023-03-17,唐津店,弁当,牛めし弁当,225949.5,410.82,131050.71
2023-03-17,唐津店,弁当,プレミアム牛めし,221756.2,403.19,128618.6
2023-03-17,唐津店,惣菜,サラダセット,123099.08,384.68,67704.49
2023-03-17,唐津店,惣菜,豚汁セット,106352.2,332.35,58493.71
2023-03-17,唐津店,ドリンク,緑茶,56935.91,316.31,22774.36
2023-03-17,唐津店,ドリンク,ほうじ茶,60496.77,336.09,24198.71
2023-03-18,本店,弁当,牛めし弁当,221270.14,402.31,128336.68
2023-03-18,本店,弁当,プレミアム牛めし,213774.16,388.68,123989.01
2023-03-18,本店,惣菜,サラダセット,92081.1,287.75,50644.61
2023-03-18,本店,惣菜,豚汁セット,107715.66,336.61,59243.61
2023-03-18,本店,ドリンク,緑茶,50669.95,281.5,20267.98
2023-03-18,本店,ドリンク,ほうじ茶,51695.24,287.2,20678.09
2023-03-18,福岡西店,弁当,牛めし弁当,236459.03,429.93,137146.24
2023-03-18,福岡西店,弁当,プレミアム牛めし,221780.79,403.24,128632.86
2023-03-18,福岡西店,惣菜,サラダセット,94730.92,296.03,52102.01
2023-03-18,福岡西店,惣菜,豚汁セット,107686.88,336.52,59227.78
2023-03-18,福岡西店,ドリンク,緑茶,55553.37,308.63,22221.35
2023-03-18,福岡西店,ドリンク,ほうじ茶,58589.75,325.5,23435.9
2023-03-18,唐津店,弁当,牛めし弁当,226633.07,412.06,131447.18
2023-03-18,唐津店,弁当,プレミアム牛めし,277371.29,504.31,160875.35
2023-03-18,唐津店,惣菜,サラダセット,111571.51,348.66,61364.33
2023-03-18,唐津店,惣菜,豚汁セット,126234.25,394.48,69428.84
2023-03-18,唐津店,ドリンク,緑茶,68447.19,380.26,27378.88
2023-03-18,唐津店,ドリンク,ほうじ茶,59921.14,332.9,23968.46
2023-03-19,本店,弁当,牛めし弁当,198157.36,360.29,114931.27
2023-03-19,本店,弁当,プレミアム牛めし,202840.15,368.8,117647.29
2023-03-19,本店,惣菜,サラダセット,106104.21,331.58,58357.31
2023-03-19,本店,惣菜,豚汁セット,100056.84,312.68,55031.26
2023-03-19,本店,ドリンク,緑茶,50303.1,279.46,20121.24
2023-03-19,本店,ドリンク,ほうじ茶,58278.98,323.77,23311.59
2023-03-19,福岡西店,弁当,牛めし弁当,205106.66,372.92,118961.86
2023-03-19,福岡西店,弁当,プレミアム牛めし,227307.04,413.29,131838.08
2023-03-19,福岡西店,惣菜,サラダセット,99555.51,311.11,54755.53
2023-03-19,福岡西店,惣菜,豚汁セット,103030.24,321.97,56666.63
2023-03-19,福岡西店,ドリンク,緑茶,61876.73,343.76,24750.69
2023-03-19,福岡西店,ドリンク,ほうじ茶,56346.12,313.03,22538.45
2023-03-19,唐津店,弁当,牛めし弁当,285448.18,519.0,165559.94
2023-03-19,唐津店,弁当,プレミアム牛めし,213749.7,388.64,123974.83
2023-03-19,唐津店,惣菜,サラダセット,131552.79,411.1,72354.04
2023-03-19,唐津店,惣菜,豚汁セット,116275.77,363.36,63951.68
2023-03-19,唐津店,ドリンク,緑茶,64939.85,360.78,25975.94
2023-03-19,唐津店,ドリンク,ほうじ茶,64461.72,358.12,25784.69
2023-03-20,本店,弁当,牛めし弁当,184081.85,334.69,106767.47
2023-03-20,本店,弁当,プレミアム牛めし,198159.54,360.29,114932.53
2023-03-20,本店,惣菜,サラダセット,85049.5,265.78,46777.22
2023-03-20,本店,惣菜,豚汁セット,94944.01,296.7,52219.21
2023-03-20,本店,ドリンク,緑茶,49078.66,272.66,19631.46
2023-03-20,本店,ドリンク,ほうじ茶,45984.89,255.47,18393.96
2023-03-20,福岡西店,弁当,牛めし弁当,183698.37,334.0,106545.05
2023-03-20,福岡西店,弁当,プレミアム牛めし,201670.01,366.67,116968.61
2023-03-20,福岡西店,惣菜,サラダセット,97501.36,304.69,53625.75
2023-03-20,福岡西店,惣菜,豚汁セット,107532.04,336.04,59142.62
2023-03-20,福岡西店,ドリンク,緑茶,55714.86,309.53,22285.94
2023-03-20,福岡西店,ドリンク,ほうじ茶,48151.91,267.51,19260.76
2023-03-20,唐津店,弁当,牛めし弁当,222620.25,404.76,129119.74
2023-03-20,唐津店,弁当,プレミアム牛めし,204789.94,372.35,118778.17
2023-03-20,唐津店,惣菜,サラダセット,113556.0,354.86,62455.8
2023-03-20,唐津店,惣菜,豚汁セット,121504.61,379.7,66827.53
2023-03-20,唐津店,ドリンク,緑茶,62690.26,348.28,25076.1
2023-03-20,唐津店,ドリンク,ほうじ茶,54526.27,302.92,21810.51
2023-03-21,本店,弁当,牛めし弁当,166530.29,302.78,96587.57
2023-03-21,本店,弁当,プレミアム牛めし,160847.98,292.45,93291.83
2023-03-21,本店,惣菜,サラダセット,96557.3,301.74,53106.51
2023-03-21,本店,惣菜,豚汁セット,93700.98,292.82,51535.54
2023-03-21,本店,ドリンク,緑茶,49114.18,272.86,19645.67
2023-03-21,本店,ドリンク,ほうじ茶,46914.6,260.64,18765.84
2023-03-21,福岡西店,弁当,牛めし弁当,218527.3,397.32,126745.83
